Classe;CODIGO;NOME;NOME_ABREV;Pes;Tipo
Saldo;20570;Saldo - Pessoas físicas - Recurso Livre - Total;SALDO_PF_RL_TOTAL;PF;Livre
Saldo;20543;Saldo - Pessoas jurídicas - Recurso Livre - Total;SALDO_PJ_RL_TOTAL;PJ;Livre
Saldo;20542;Saldo - Total Livre;SALDO_RL_TOTAL;TT;Livre
Saldo;20583;Saldo - Pessoas físicas - Aquisição de bens total;SALDO_PF_AQUBENSTT;PF;Total
Saldo;20586;Saldo - Pessoas físicas - Arrendamento mercantil total;SALDO_PF_ARRMERCTT;PF;Total
Saldo;20590;Saldo - Pessoas físicas - Cartão de crédito total;SALDO_PF_CARCRD_TOTAL;PF;Total
Saldo;20580;Saldo - Pessoas físicas - Crédito pessoal total;SALDO_PF_CRDPES_TOTAL;PF;Total
Saldo;20579;Saldo - Pessoas físicas - Crédito pessoal consignado total;SALDO_PF_CRDPESCON_TOTAL;PF;Total
Saldo;20609;Saldo - Pessoas físicas - Crédito rural total;SALDO_PF_CRDRUR_TOTAL;PF;Total
Saldo;21362;Saldo - Pessoas físicas - Financiamento com recursos do BNDES - Repasses;SALDO_PF_FINBNDESREPASSES;PF;Total
Saldo;20616;Saldo - Pessoas físicas - Financiamento com recursos do BNDES total;SALDO_PF_FINBNDESTT;PF;Total
Saldo;20612;Saldo - Pessoas físicas - Financiamento imobiliário total;SALDO_PF_FINIMOB_TOTAL;PF;Total
Saldo;20620;Saldo - Pessoas físicas - Microcrédito total;SALDO_PF_MICTT;PF;Total
Saldo;20571;Saldo - Pessoas físicas - Não rotativo;SALDO_PF_PARCELADO_TOTAL;PF;Total
Saldo;20541;Saldo - Pessoas físicas - Total;SALDO_PF_TOTAL;PF;Total
Saldo;20572;Saldo - Pessoas físicas - Rotativo;SALDO_PF_ROTATIVO_TOTAL;PF;Total
Saldo;28165;Saldo - Pessoas jurídicas - Não rotativo Total;SALDO_PJ_PARCELADO_TOTAL;PJ;Total
Saldo;20555;Saldo - Pessoas jurídicas - Aquisição de bens total;SALDO_PJ_AQUBENSTT;PJ;Total
Saldo;20558;Saldo - Pessoas jurídicas - Arrendamento mercantil total;SALDO_PJ_ARRMERCTT;PJ;Total
Saldo;20550;Saldo - Pessoas jurídicas - Capital de giro total;SALDO_PJ_CAPGIR_TOTAL;PJ;Total
Saldo;20564;Saldo - Pessoas jurídicas - Cartão de crédito total;SALDO_PJ_CARCRD_TOTAL;PJ;Total
Saldo;20597;Saldo - Pessoas jurídicas - Crédito rural total;SALDO_PJ_CRDRUR_TOTAL;PJ;Total
Saldo;21359;Saldo - Pessoas jurídicas - Financiamento com recursos do BNDES - Carteira própria;SALDO_PJ_FINBNDESCARTPROP;PJ;Total
Saldo;21360;Saldo - Pessoas jurídicas - Financiamento com recursos do BNDES - Repasses;SALDO_PJ_FINBNDESREPASSES;PJ;Total
Saldo;20604;Saldo - Pessoas jurídicas - Financiamento com recursos do BNDES total;SALDO_PJ_FINBNDESTT;PJ;Total
Saldo;20600;Saldo - Pessoas jurídicas - Financiamento imobiliário total;SALDO_PJ_FINIMOB_TOTAL;PJ;Total
Saldo;20540;Saldo - Pessoas jurídicas - Total;SALDO_PJ_TOTAL;PJ;Total
Saldo;28166;Saldo - Pessoas jurídicas - Rotativo Total;SALDO_PJ_ROTATIVO_TOTAL;PJ;Total
Saldo;20539;Saldo - Total;SALDO_TOTAL;TT;Total
Saldo;27702;Saldo - porte da empresa - Grande;SALDO_PJ_GRANDE_EMP;PJ;Total
Saldo;27701;Saldo - porte da empresa - PME;SALDO_PJ_PME_EMP;PJ;Total
Concessão;20675;Concessões - Pessoas físicas - Aquisição de bens total;CON_PF_AQUBENSTT;PF;Total
Concessão;20674;Concessões - Pessoas físicas - Aquisição de outros bens;CON_PF_AQUOUTBENS;PF;Livre
Concessão;20673;Concessões - Pessoas físicas - Aquisição de veículos;CON_PF_AQUVEICULOS;PF;Livre
Concessão;20677;Concessões - Pessoas físicas - Arrendamento mercantil de outros bens;CON_PF_ARRMEROUTBENS;PF;Livre
Concessão;20676;Concessões - Pessoas físicas - Arrendamento mercantil de veículos;CON_PF_ARRMERVEICULOS;PF;Livre
Concessão;20678;Concessões - Pessoas físicas - Arrendamento mercantil total;CON_PF_ARRMERCTT;PF;Total
Concessão;20705;Concessões - Pessoas físicas - Capital de giro com recursos do BNDES;CON_PF_CAPGIR_BNDES;PF;Direcionado
Concessão;20681;Concessões - Pessoas físicas - Cartão de crédito à vista;CON_PF_CARCRDAVISTA;PF;Livre
Concessão;20680;Concessões - Pessoas físicas - Cartão de crédito parcelado;CON_PF_CARCRDPARCELADO;PF;Livre
Concessão;20679;Concessões - Pessoas físicas - Cartão de crédito rotativo;CON_PF_CARCRDROTATIVO;PF;Livre
Concessão;20682;Concessões - Pessoas físicas - Cartão de crédito total;CON_PF_CARCRD_TOTAL;PF;Total
Concessão;20665;Concessões - Pessoas físicas - Cheque especial;CON_PF_CHQESPECIAL;PF;Livre
Concessão;20670;Concessões - Pessoas físicas - Crédito pessoal consignado para aposentados e pensionistas do INSS;CON_PF_CRDPESCONAPOINSS;PF;Livre
Concessão;20668;Concessões - Pessoas físicas - Crédito pessoal consignado para trabalhadores do setor privado;CON_PF_CRDPESCONTRASETPRIVADO;PF;Livre
Concessão;20669;Concessões - Pessoas físicas - Crédito pessoal consignado para trabalhadores do setor público;CON_PF_CRDPESCONTRASETPUBLICO;PF;Livre
Concessão;20671;Concessões - Pessoas físicas - Crédito pessoal consignado total;CON_PF_CRDPESCON_TOTAL;PF;Total
Concessão;20666;Concessões - Pessoas físicas - Crédito pessoal não consignado;CON_PF_CRDPESNAOCONSIGNADO;PF;Livre
Concessão;20667;Concessões - Pessoas físicas - Crédito pessoal não consignado vinculado à composição de dívidas;CON_PF_CRDPESNAOCONVINCOMPOSICAO;PF;Livre
Concessão;20672;Concessões - Pessoas físicas - Crédito pessoal total;CON_PF_CRDPES_TOTAL;PF;Total
Concessão;20699;Concessões - Pessoas físicas - Crédito rural com taxas de mercado;CON_PF_CRDRURMERCADO;PF;Direcionado
Concessão;20700;Concessões - Pessoas físicas - Crédito rural com taxas reguladas;CON_PF_CRDRURREGULADAS;PF;Direcionado
Concessão;20701;Concessões - Pessoas físicas - Crédito rural total;CON_PF_CRDRUR_TOTAL;PF;Total
Concessão;20683;Concessões - Pessoas físicas - Desconto de cheques;CON_PF_DESCHEQUES;PF;Livre
Concessão;20707;Concessões - Pessoas físicas - Financiamento agroindustrial com recursos do BNDES;CON_PF_FINAGRRECBNDES;PF;Direcionado
Concessão;20708;Concessões - Pessoas físicas - Financiamento com recursos do BNDES total;CON_PF_FINBNDESTT;PF;Total
Concessão;20706;Concessões - Pessoas físicas - Financiamento de investimentos com recursos do BNDES;CON_PF_FININVRECBNDES;PF;Direcionado
Concessão;20702;Concessões - Pessoas físicas - Financiamento imobiliário com taxas de mercado;CON_PF_FINIMOBMERCADO;PF;Direcionado
Concessão;20703;Concessões - Pessoas físicas - Financiamento imobiliário com taxas reguladas;CON_PF_FINIMOBREGULADAS;PF;Direcionado
Concessão;20704;Concessões - Pessoas físicas - Financiamento imobiliário total;CON_PF_FINIMOB_TOTAL;PF;Total
Concessão;20709;Concessões - Pessoas físicas - Microcrédito destinado a consumo;CON_PF_MICCONSUMO;PF;Direcionado
Concessão;20710;Concessões - Pessoas físicas - Microcrédito destinado a microempreendedores;CON_PF_MICMICROEMPREENDEDOR;PF;Direcionado
Concessão;20712;Concessões - Pessoas físicas - Microcrédito total;CON_PF_MICTT;PF;Total
Concessão;20663;Concessões - Pessoas físicas - Não rotativo;CON_PF_PARCELADO_TOTAL;PF;Total
Concessão;20713;Concessões - Pessoas físicas - Outros créditos direcionados;CON_PF_OUTROSDIRECIONADOS;PF;Direcionado
Concessão;20684;Concessões - Pessoas físicas - Outros créditos livres;CON_PF_OUTROSLIVRES;PF;Livre
Concessão;20698;Concessões - Pessoas físicas - Recurso Direcionado - Total;CON_PF_RD_TOTAL;PF;Direcionado
Concessão;20662;Concessões - Pessoas físicas - Recurso Livre - Total;CON_PF_RL_TOTAL;PF;Livre
Concessão;20664;Concessões - Pessoas físicas - Rotativo;CON_PF_ROTATIVO_TOTAL;PF;Total
Concessão;20633;Concessões - Pessoas físicas - Total;CON_PF_TOTAL;PF;Total
Concessão;20657;Concessões - Pessoas jurídicas - Adiantamento sobre contratos de câmbio (ACC);CON_PJ_ACC;PJ;Livre
Concessão;20638;Concessões - Pessoas jurídicas - Antecipação de faturas de cartão de crédito;CON_PJ_ANTFATCARCREDITO;PJ;Livre
Concessão;20647;Concessões - Pessoas jurídicas - Aquisição de bens total;CON_PJ_AQUBENSTT;PJ;Total
Concessão;20646;Concessões - Pessoas jurídicas - Aquisição de outros bens;CON_PJ_AQUOUTBENS;PJ;Livre
Concessão;20645;Concessões - Pessoas jurídicas - Aquisição de veículos;CON_PJ_AQUVEICULOS;PJ;Livre
Concessão;20649;Concessões - Pessoas jurídicas - Arrendamento mercantil de outros bens;CON_PJ_ARRMEROUTBENS;PJ;Livre
Concessão;20648;Concessões - Pessoas jurídicas - Arrendamento mercantil de veículos;CON_PJ_ARRMERVEICULOS;PJ;Livre
Concessão;20650;Concessões - Pessoas jurídicas - Arrendamento mercantil total;CON_PJ_ARRMERCTT;PJ;Total
Concessão;20639;Concessões - Pessoas jurídicas - Capital de giro com prazo de até 365 dias;CON_PJ_CAPGIRPRZATE365;PJ;Livre
Concessão;20640;Concessões - Pessoas jurídicas - Capital de giro com prazo superior a 365 dias;CON_PJ_CAPGIRPRZSUP365;PJ;Livre
Concessão;20693;Concessões - Pessoas jurídicas - Capital de giro com recursos do BNDES;CON_PJ_CAPGIR_BNDES;PJ;Direcionado
Concessão;20641;Concessões - Pessoas jurídicas - Capital de giro rotativo;CON_PJ_CAPGIRROTATIVO;PJ;Livre
Concessão;20642;Concessões - Pessoas jurídicas - Capital de giro total;CON_PJ_CAPGIR_TOTAL;PJ;Total
Concessão;20655;Concessões - Pessoas jurídicas - Cartão de crédito à vista;CON_PJ_CARCRDAVISTA;PJ;Livre
Concessão;20654;Concessões - Pessoas jurídicas - Cartão de crédito parcelado;CON_PJ_CARCRDPARCELADO;PJ;Livre
Concessão;20653;Concessões - Pessoas jurídicas - Cartão de crédito rotativo;CON_PJ_CARCRDROTATIVO;PJ;Livre
Concessão;20656;Concessões - Pessoas jurídicas - Cartão de crédito total;CON_PJ_CARCRD_TOTAL;PJ;Total
Concessão;20644;Concessões - Pessoas jurídicas - Cheque especial;CON_PJ_CHQESPECIAL;PJ;Livre
Concessão;20652;Concessões - Pessoas jurídicas - Compror;CON_PJ_COMPROR;PJ;Livre
Concessão;20643;Concessões - Pessoas jurídicas - Conta garantida;CON_PJ_CONGARANTIDA;PJ;Livre
Concessão;20687;Concessões - Pessoas jurídicas - Crédito rural com taxas de mercado;CON_PJ_CRDRURMERCADO;PJ;Direcionado
Concessão;20688;Concessões - Pessoas jurídicas - Crédito rural com taxas reguladas;CON_PJ_CRDRURREGULADAS;PJ;Direcionado
Concessão;20689;Concessões - Pessoas jurídicas - Crédito rural total;CON_PJ_CRDRUR_TOTAL;PJ;Total
Concessão;20637;Concessões - Pessoas jurídicas - Desconto de cheques;CON_PJ_DESCHEQUES;PJ;Livre
Concessão;20636;Concessões - Pessoas jurídicas - Desconto de duplicatas e recebíveis;CON_PJ_DESDUPLICATAS;PJ;Livre
Concessão;20659;Concessões - Pessoas jurídicas - Financiamento a exportações;CON_PJ_FINEXPORTACOES;PJ;Livre
Concessão;20658;Concessões - Pessoas jurídicas - Financiamento a importações;CON_PJ_FINIMPORTACOES;PJ;Livre
Concessão;20695;Concessões - Pessoas jurídicas - Financiamento agroindustrial com recursos do BNDES;CON_PJ_FINAGRRECBNDES;PJ;Direcionado
Concessão;20696;Concessões - Pessoas jurídicas - Financiamento com recursos do BNDES total;CON_PJ_FINBNDESTT;PJ;Total
Concessão;20694;Concessões - Pessoas jurídicas - Financiamento de investimentos com recursos do BNDES;CON_PJ_FININVRECBNDES;PJ;Direcionado
Concessão;20690;Concessões - Pessoas jurídicas - Financiamento imobiliário com taxas de mercado;CON_PJ_FINIMOBMERCADO;PJ;Direcionado
Concessão;20691;Concessões - Pessoas jurídicas - Financiamento imobiliário com taxas reguladas;CON_PJ_FINIMOBREGULADAS;PJ;Direcionado
Concessão;20692;Concessões - Pessoas jurídicas - Financiamento imobiliário total;CON_PJ_FINIMOB_TOTAL;PJ;Total
Concessão;28163;Concessões - Pessoas jurídicas - Não rotativo;CON_PJ_PARCELADO_TOTAL;PJ;Total
Concessão;20697;Concessões - Pessoas jurídicas - Outros créditos direcionados;CON_PJ_OUTROSDIRECIONADOS;PJ;Direcionado
Concessão;20661;Concessões - Pessoas jurídicas - Outros créditos livres;CON_PJ_OUTROSLIVRES;PJ;Livre
Concessão;20686;Concessões - Pessoas jurídicas - Recurso Direcionado - Total;CON_PJ_RD_TOTAL;PJ;Direcionado
Concessão;20635;Concessões - Pessoas jurídicas - Recurso Livre - Total;CON_PJ_RL_TOTAL;PJ;Livre
Concessão;20660;Concessões - Pessoas jurídicas - Repasse externo;CON_PJ_REPEXTERNO;PJ;Livre
Concessão;28164;Concessões - Pessoas jurídicas - Rotativo;CON_PJ_ROTATIVO_TOTAL;PJ;Total
Concessão;20632;Concessões - Pessoas jurídicas - Total;CON_PJ_TOTAL;PJ;Total
Concessão;20651;Concessões - Pessoas jurídicas - Vendor;CON_PJ_VENDOR;PJ;Livre
Concessão;20685;Concessões - Recurso Direcionado - Total;CON_RD_TOTAL;TT;Direcionado
Concessão;20634;Concessões - Recurso Livre - Total;CON_RL_TOTAL;TT;Livre
Concessão;20631;Concessões - Total;CON_TOTAL;TT;Total
Inadimplencia;21082;Inadimplência da carteira - Total;INADI_TOTAL;TT;Total
Inadimplencia;21083;Inadimplência da carteira - Pessoas jurídicas - Total;INADI_PJ_TOTAL;PJ;Total
Inadimplencia;21084;Inadimplência da carteira - Pessoas físicas - Total;INADI_PF_TOTAL;PF;Total
Inadimplencia;21085;Inadimplência da carteira - Recurso Livre - Total;INADI_RL_TOTAL;TT;Livre
Inadimplencia;21086;Inadimplência da carteira - Pessoas jurídicas - Recurso Livre - Total;INADI_PJ_RL_TOTAL;PJ;Livre
Inadimplencia;21087;Inadimplência da carteira - Pessoas jurídicas - Desconto de duplicatas e recebíveis;INADI_PJ_DESDUPLICATAS;PJ;Livre
Inadimplencia;21088;Inadimplência da carteira - Pessoas jurídicas - Desconto de cheques;INADI_PJ_DESCHEQUES;PJ;Livre
Inadimplencia;21089;Inadimplência da carteira - Pessoas jurídicas - Antecipação de faturas de cartão de crédito;INADI_PJ_ANTFATCARCREDITO;PJ;Livre
Inadimplencia;21090;Inadimplência da carteira - Pessoas jurídicas - Capital de giro com prazo de até 365 dias;INADI_PJ_CAPGIRPRZATE365;PJ;Livre
Inadimplencia;21091;Inadimplência da carteira - Pessoas jurídicas - Capital de giro com prazo superior a 365 dias;INADI_PJ_CAPGIRPRZSUP365;PJ;Livre
Inadimplencia;21092;Inadimplência da carteira - Pessoas jurídicas - Capital de giro rotativo;INADI_PJ_CAPGIRROTATIVO;PJ;Livre
Inadimplencia;21093;Inadimplência da carteira - Pessoas jurídicas - Capital de giro total;INADI_PJ_CAPGIR_TOTAL;PJ;Livre
Inadimplencia;21094;Inadimplência da carteira - Pessoas jurídicas - Conta garantida;INADI_PJ_CONGARANTIDA;PJ;Livre
Inadimplencia;21095;Inadimplência da carteira - Pessoas jurídicas - Cheque especial;INADI_PJ_CHQESPECIAL;PJ;Livre
Inadimplencia;21096;Inadimplência da carteira - Pessoas jurídicas - Aquisição de veículos;INADI_PJ_AQUVEICULOS;PJ;Livre
Inadimplencia;21097;Inadimplência da carteira - Pessoas jurídicas - Aquisição de outros bens;INADI_PJ_AQUOUTBENS;PJ;Livre
Inadimplencia;21098;Inadimplência da carteira - Pessoas jurídicas - Aquisição de bens total;INADI_PJ_AQUBENSTT;PJ;Livre
Inadimplencia;21099;Inadimplência da carteira - Pessoas jurídicas - Arrendamento mercantil de veículos;INADI_PJ_ARRMERVEICULOS;PJ;Livre
Inadimplencia;21100;Inadimplência da carteira - Pessoas jurídicas - Arrendamento mercantil de outros bens;INADI_PJ_ARRMEROUTBENS;PJ;Livre
Inadimplencia;21101;Inadimplência da carteira - Pessoas jurídicas - Arrendamento mercantil total;INADI_PJ_ARRMERCTT;PJ;Livre
Inadimplencia;21102;Inadimplência da carteira - Pessoas jurídicas - Vendor;INADI_PJ_VENDOR;PJ;Livre
Inadimplencia;21103;Inadimplência da carteira - Pessoas jurídicas - Compror;INADI_PJ_COMPROR;PJ;Livre
Inadimplencia;21104;Inadimplência da carteira - Pessoas jurídicas - Cartão de crédito rotativo;INADI_PJ_CARCRDROTATIVO;PJ;Livre
Inadimplencia;21105;Inadimplência da carteira - Pessoas jurídicas - Cartão de crédito parcelado;INADI_PJ_CARCRDPARCELADO;PJ;Livre
Inadimplencia;21106;Inadimplência da carteira - Pessoas jurídicas - Cartão de crédito total;INADI_PJ_CARCRD_TOTAL;PJ;Livre
Inadimplencia;21107;Inadimplência da carteira - Pessoas jurídicas - Adiantamento sobre contratos de câmbio (ACC);INADI_PJ_ACC;PJ;Livre
Inadimplencia;21108;Inadimplência da carteira - Pessoas jurídicas - Financiamento a importações;INADI_PJ_FINIMPORTACOES;PJ;Livre
Inadimplencia;21109;Inadimplência da carteira - Pessoas jurídicas - Financiamento a exportações;INADI_PJ_FINEXPORTACOES;PJ;Livre
Inadimplencia;21110;Inadimplência da carteira - Pessoas jurídicas - Repasse externo;INADI_PJ_REPEXTERNO;PJ;Livre
Inadimplencia;21111;Inadimplência da carteira - Pessoas jurídicas - Outros créditos livres;INADI_PJ_OUTROSLIVRES;PJ;Livre
Inadimplencia;21112;Inadimplência da carteira - Pessoas físicas - Recurso Livre - Total;INADI_PF_RL_TOTAL;PF;Livre
Inadimplencia;21113;Inadimplência da carteira - Pessoas físicas - Cheque especial;INADI_PF_CHQESPECIAL;PF;Livre
Inadimplencia;21114;Inadimplência da carteira - Pessoas físicas - Crédito pessoal não consignado;INADI_PF_CRDPESNAOCONSIGNADO;PF;Livre
Inadimplencia;21115;Inadimplência da carteira - Pessoas físicas - Crédito pessoal não consignado vinculado à composição de dívidas;INADI_PF_CRDPESNAOCONVINCOMP;PF;Livre
Inadimplencia;21116;Inadimplência da carteira - Pessoas físicas - Crédito pessoal consignado para trabalhadores do setor privado;INADI_PF_CRDPESCONTRASETPRIVADO;PF;Livre
Inadimplencia;21117;Inadimplência da carteira - Pessoas físicas - Crédito pessoal consignado para trabalhadores do setor público;INADI_PF_CRDPESCONTRASETPUBLICO;PF;Livre
Inadimplencia;21118;Inadimplência da carteira - Pessoas físicas - Crédito pessoal consignado para aposentados e pensionistas do INSS;INADI_PF_CRDPESCONAPOINSS;PF;Livre
Inadimplencia;21119;Inadimplência da carteira - Pessoas físicas - Crédito pessoal consignado total;INADI_PF_CRDPESCON_TOTAL;PF;Livre
Inadimplencia;21120;Inadimplência da carteira - Pessoas físicas - Crédito pessoal total;INADI_PF_CRDPES_TOTAL;PF;Livre
Inadimplencia;21121;Inadimplência da carteira - Pessoas físicas - Aquisição de veículos;INADI_PF_AQUVEICULOS;PF;Livre
Inadimplencia;21122;Inadimplência da carteira - Pessoas físicas - Aquisição de outros bens;INADI_PF_AQUOUTBENS;PF;Livre
Inadimplencia;21123;Inadimplência da carteira - Pessoas físicas - Aquisição de bens total;INADI_PF_AQUBENSTT;PF;Livre
Inadimplencia;21124;Inadimplência da carteira - Pessoas físicas - Arrendamento mercantil de veículos;INADI_PF_ARRMERVEICULOS;PF;Livre
Inadimplencia;21125;Inadimplência da carteira - Pessoas físicas - Arrendamento mercantil de outros bens;INADI_PF_ARRMEROUTBENS;PF;Livre
Inadimplencia;21126;Inadimplência da carteira - Pessoas físicas - Arrendamento mercantil total;INADI_PF_ARRMERCTT;PF;Livre
Inadimplencia;21127;Inadimplência da carteira - Pessoas físicas - Cartão de crédito rotativo;INADI_PF_CARCRDROTATIVO;PF;Livre
Inadimplencia;21128;Inadimplência da carteira - Pessoas físicas - Cartão de crédito parcelado;INADI_PF_CARCRDPARCELADO;PF;Livre
Inadimplencia;21129;Inadimplência da carteira - Pessoas físicas - Cartão de crédito total;INADI_PF_CARCRD_TOTAL;PF;Livre
Inadimplencia;21130;Inadimplência da carteira - Pessoas físicas - Desconto de cheques;INADI_PF_DESCHEQUES;PF;Livre
Inadimplencia;21131;Inadimplência da carteira - Pessoas físicas - Outros créditos livres;INADI_PF_OUTROSLIVRES;PF;Livre
Inadimplencia;21132;Inadimplência da carteira - Direcionado - Total;INADI_RL_TOTAL;TT;Direcionado
Inadimplencia;21133;Inadimplência da carteira - Pessoas jurídicas - Recurso Direcionado - Total;INADI_PJ_RD_TOTAL;PJ;Direcionado
Inadimplencia;21134;Inadimplência da carteira - Pessoas jurídicas - Crédito rural com taxas de mercado;INADI_PJ_CRDRURMERCADO;PJ;Direcionado
Inadimplencia;21135;Inadimplência da carteira - Pessoas jurídicas - Crédito rural com taxas reguladas;INADI_PJ_CRDRURREGULADAS;PJ;Direcionado
Inadimplencia;21136;Inadimplência da carteira - Pessoas jurídicas - Crédito rural total;INADI_PJ_CRDRUR_TOTAL;PJ;Direcionado
Inadimplencia;21137;Inadimplência da carteira - Pessoas jurídicas - Financiamento imobiliário com taxas de mercado;INADI_PJ_FINIMOBMERCADO;PJ;Direcionado
Inadimplencia;21138;Inadimplência da carteira - Pessoas jurídicas - Financiamento imobiliário com taxas reguladas;INADI_PJ_FINIMOBREGULADAS;PJ;Direcionado
Inadimplencia;21139;Inadimplência da carteira - Pessoas jurídicas - Financiamento imobiliário total;INADI_PJ_FINIMOB_TOTAL;PJ;Direcionado
Inadimplencia;21140;Inadimplência da carteira - Pessoas jurídicas - Capital de giro com recursos do BNDES;INADI_PJ_CAPGIR_BNDES;PJ;Direcionado
Inadimplencia;21141;Inadimplência da carteira - Pessoas jurídicas - Financiamento de investimentos com recursos do BNDES;INADI_PJ_FININVRECBNDES;PJ;Direcionado
Inadimplencia;21142;Inadimplência da carteira - Pessoas jurídicas - Financiamento agroindustrial com recursos do BNDES;INADI_PJ_FINAGRRECBNDES;PJ;Direcionado
Inadimplencia;21143;Inadimplência da carteira - Pessoas jurídicas - Financiamento com recursos do BNDES total;INADI_PJ_FINBNDESTT;PJ;Direcionado
Inadimplencia;21144;Inadimplência da carteira - Pessoas jurídicas - Outros créditos direcionados;INADI_PJ_OUTROSDIRECIONADOS;PJ;Direcionado
Inadimplencia;21145;Inadimplência da carteira - Pessoas físicas - Recurso Direcionado - Total;INADI_PF_RD_TOTAL;PF;Direcionado
Inadimplencia;21146;Inadimplência da carteira - Pessoas físicas - Crédito rural com taxas de mercado;INADI_PF_CRDRURMERCADO;PF;Direcionado
Inadimplencia;21147;Inadimplência da carteira - Pessoas físicas - Crédito rural com taxas reguladas;INADI_PF_CRDRURREGULADAS;PF;Direcionado
Inadimplencia;21148;Inadimplência da carteira - Pessoas físicas - Crédito rural total;INADI_PF_CRDRUR_TOTAL;PF;Total
Inadimplencia;21149;Inadimplência da carteira - Pessoas físicas - Financiamento imobiliário com taxas de mercado;INADI_PF_FINIMOBMERCADO;PF;Direcionado
Inadimplencia;21150;Inadimplência da carteira - Pessoas físicas - Financiamento imobiliário com taxas reguladas;INADI_PF_FINIMOBREGULADAS;PF;Direcionado
Inadimplencia;21151;Inadimplência da carteira - Pessoas físicas - Financiamento imobiliário total;INADI_PF_FINIMOB_TOTAL;PF;Direcionado
Inadimplencia;21152;Inadimplência da carteira - Pessoas físicas - Capital de giro com recursos do BNDES;INADI_PF_CAPGIR_BNDES;PF;Direcionado
Inadimplencia;21153;Inadimplência da carteira - Pessoas físicas - Financiamento de investimentos com recursos do BNDES;INADI_PF_FININVRECBNDES;PF;Direcionado
Inadimplencia;21154;Inadimplência da carteira - Pessoas físicas - Financiamento agroindustrial com recursos do BNDES;INADI_PF_FINAGRRECBNDES;PF;Direcionado
Inadimplencia;21155;Inadimplência da carteira - Pessoas físicas - Financiamento com recursos do BNDES total;INADI_PF_FINBNDESTT;PF;Direcionado
Inadimplencia;21156;Inadimplência da carteira - Pessoas físicas - Microcrédito destinado a consumo;INADI_PF_MICCONSUMO;PF;Direcionado
Inadimplencia;21157;Inadimplência da carteira - Pessoas físicas - Microcrédito destinado a microempreendedores;INADI_PF_MICMICROEMPREENDEDOR;PF;Direcionado
Inadimplencia;21159;Inadimplência da carteira - Pessoas físicas - Microcrédito total;INADI_PF_MICTT;PF;Direcionado
Inadimplencia;21160;Inadimplência da carteira - Pessoas físicas - Outros créditos direcionados;INADI_PF_OUTROSDIRECIONADOS;PF;Direcionado
TaxaJurosAA;27626;Taxa média de juros - Parcelado - Recurso Livre - Total;TX1_PARCELADO_RL_TOTAL;TT;Livre
TaxaJurosAA;27623;Taxa média de juros - Parcelado - Total;TX1_PARCELADO_TOTAL;TT;Total
TaxaJurosAA;20751;Taxa média de juros - Pessoas físicas - Aquisição de bens total;TX1_PF_AQUBENSTT;PF;Total
TaxaJurosAA;20750;Taxa média de juros - Pessoas físicas - Aquisição de outros bens;TX1_PF_AQUOUTBENS;PF;Livre
TaxaJurosAA;20749;Taxa média de juros - Pessoas físicas - Aquisição de veículos;TX1_PF_AQUVEICULOS;PF;Livre
TaxaJurosAA;20753;Taxa média de juros - Pessoas físicas - Arrendamento mercantil de outros bens;TX1_PF_ARRMEROUTBENS;PF;Livre
TaxaJurosAA;20752;Taxa média de juros - Pessoas físicas - Arrendamento mercantil de veículos;TX1_PF_ARRMERVEICULOS;PF;Livre
TaxaJurosAA;20754;Taxa média de juros - Pessoas físicas - Arrendamento mercantil total;TX1_PF_ARRMERCTT;PF;Total
TaxaJurosAA;22023;Taxa média de juros - Pessoas físicas - Cartão de crédito parcelado;TX1_PF_CARCRDPARCELADO;PF;Livre
TaxaJurosAA;22022;Taxa média de juros - Pessoas físicas - Cartão de crédito rotativo;TX1_PF_CARCRDROTATIVO;PF;Livre
TaxaJurosAA;22024;Taxa média de juros - Pessoas físicas - Cartão de crédito total;TX1_PF_CARCRD_TOTAL;PF;Total
TaxaJurosAA;20741;Taxa média de juros - Pessoas físicas - Cheque especial;TX1_PF_CHQESPECIAL;PF;Livre
TaxaJurosAA;20746;Taxa média de juros - Pessoas físicas - Crédito pessoal consignado para aposentados e pensionistas do INSS;TX1_PF_CRDPESCONAPOINSS;PF;Livre
TaxaJurosAA;20744;Taxa média de juros - Pessoas físicas - Crédito pessoal consignado para trabalhadores do setor privado;TX1_PF_CRDPESCONTRASETPRIVADO;PF;Livre
TaxaJurosAA;20745;Taxa média de juros - Pessoas físicas - Crédito pessoal consignado para trabalhadores do setor público;TX1_PF_CRDPESCONTRASETPUBLICO;PF;Livre
TaxaJurosAA;20747;Taxa média de juros - Pessoas físicas - Crédito pessoal consignado total;TX1_PF_CRDPESCON_TOTAL;PF;Total
TaxaJurosAA;20742;Taxa média de juros - Pessoas físicas - Crédito pessoal não consignado;TX1_PF_CRDPESNAOCONSIGNADO;PF;Livre
TaxaJurosAA;20743;Taxa média de juros - Pessoas físicas - Crédito pessoal não consignado vinculado à composição de dívidas;TX1_PF_CRDPESNAOCONVINCOMPOSICAO;PF;Livre
TaxaJurosAA;20748;Taxa média de juros - Pessoas físicas - Crédito pessoal total;TX1_PF_CRDPES_TOTAL;PF;Total
TaxaJurosAA;20769;Taxa média de juros - Pessoas físicas - Crédito rural com taxas de mercado;TX1_PF_CRDRURMERCADO;PF;Direcionado
TaxaJurosAA;20770;Taxa média de juros - Pessoas físicas - Crédito rural com taxas reguladas;TX1_PF_CRDRURREGULADAS;PF;Direcionado
